2,PID,A PID controller seeks to keep some input variable close to a desired setpoint by adjusting an output. The way in which it does this can be 'tuned' by adjusting three parameters (P,I,D).
510,Sodaq_DS3231,An Arduino library for the DS3231 RTC (Real Time Clock).
511,MP3Player,Library for playing MP3 files
512,BobaBlox,A library that makes it easy to code simple hardware interactions with the Arduino.
513,Akafugu TWIDisplay Library,Akafugu TWIDisplay Library
514,Dynamixel_Servo,Dynamixel_Servo is an Arduino compatible library for controlling Dynamixel MX and RX series servos.
516,SparkFun ZX Distance and Gesture Sensor,The ZX Sensor uses infrared light to determine the distance from an object and where the object is located on the X axis (between IR LEDs), available from SparkFun Electronics
517,Adafruit MCP23008 library,Arduino Library for the MCP23008 (and '9) I2C I/O expander
518,PololuRPiSlave,Pololu Raspberry Pi I2C Slave Arduino library
519,Ubidots FONA Library,Ubidots library for the Adafruit FONA
520,SparkFun HTU21D Humidity and Temperature Sensor Br,HTU21D temperature and humidity densor breakout.
521,FaBo 301 BLE SiliconLabs,A library for SiliconLabs BLE113.
522,PGMWrap,A convenient library allowing structures and variables stored in PROGMEM to be read directly.
523,HID-Project,Extended HID Functions for Arduino
524,Itty Bitty,<br/>With the fastest possible Arduino-compatible GPIO and register manipulation...<br/>It's the biggest of hits when you need to bang bits!
525,Adafruit BMP085 Library,A powerful but easy to use BMP085/BMP180 Library
526,OneWireHub,OneWire slave device emulator with support for up to 32 simultaneous 1wire devices.
527,Comp6DOF_n0m1,An Arduino Library for compass tilt compensation and hard iron offset
528,Adafruit BMP280 Library,Arduino library for BMP280 sensors.
529,ArduinoIRC,Easy library to make an Arduino IRC Bot.
530,Adafruit UNTZtrument,Adafruit UNTZtrument
531,WirelessHEX69,Library for wirelessly programming Moteino boards that have RFM69W, RFM69HW, RFM69CW, RFM69HCW transceivers
532,BMP180,Library for BMP180 barometric atmospheric pressure sensor, derived from Sparkfun's version with some added fixes
533,HIH61xx,Library to access Honeywell HIH61xx humidity and temperature sensors.
535,PCF8583,PCF8583 Real Time Clock and Event Counter
536,Si7021,Library for Si7021 high accuracy temperature and humidity sensor
537,espduino,Wifi library (Chip ESP8266 Wifi SoC) using SLIP protocol via Serial port
538,LocoNet,Library for accessing a Loconet network
539,SerialFlash,SerialFlash provides low-latency, high performance access to SPI Flash memory with a filesystem-like interface. Familiar file-based functions, similar to the SD library, are used to access data.
540,ILI9341_t3,Optimized ILI9341 (320x240 Color TFT) Display
541,ILI9341_fonts,Extra fonts for use with ILI9341_t3
542,XPT2046_Touchscreen,Touchscreens using the XPT2046 controller chip. Many very low cost color TFT displays with touch screens have this chip.
543,souliss,SmartHome Networking Framework. Build a network of multiple nodes over WiFi/Ethernet, Wireless and RS485 for your smart home
544,Thingplus,Helps connecting your Arduino board to Thing+ cloud easly and fast
545,Automaton,A multi tasking table driven finite state machine framework for Arduino
546,TFT_ILI9163,A fast SPI driver for TFT drived by ILI9163C, fully SPI Transaction compatible and very fast with Teensy 3
547,NeoPixelBus,A library that makes controlling NeoPixels (WS2811, WS2812 & SK6812) and DotStars (ADA102) easy.  Supports most Arduino platforms.  Support for RGBW pixels.  Includes seperate RgbColor, RgbwColor, HslColor, and HsbColor objects.  Includes an animator...
548,MySensors,Home Automation Framework. Create your own wireless sensor mesh using NRF24L01+ and RFM69 radios running on Arduino or ESP8266. Over-the-air updates and MySensors support in 16+ home automation controllers.
549,WebSockets,WebSocket Server and Client for Arduino based on RFC6455
550,ThingSpeak,ThingSpeak Communication Library for Arduino & ESP8266
552,ACNoblex,Library based on IRremote for my cheap AC Noblex
553,S9706,A color sensor library for Arduino
554,AnalogInput,Provides an easy way to automatically calibrate an analog input on an Arduino board.
556,TinkerKit,Library for the TinkerKit! project
557,aoa2011,Android Open Accessory Library for the Arduino Mega ADK
558,MAX6675 library,Arduino library for interfacing with MAX6675 thermocouple amplifier
559,ADXL345,A acceleration sensor library for Arduino
560,Streaming,Streaming C++-style Output with Operator <<
561,JsonStreamingParser,A very memory efficient library to parse (large) JSON objects on embedded devices
564,lib_bl999,Receive temperature & humidity from BL999 sensor
565,UTFT_SdRaw,A library that adds high speed image drawing functions from SD to UTFT.
566,Adafruit HTU21DF Library,Arduino library for the HTU21D-F sensors in the Adafruit shop
568,jsmn,Minimalistic JSON parser/tokenizer in C. It can be easily integrated into resource-limited or embedded projects
569,emdb,A Tiny Embedded Database with Query Capability
570,Adafruit ILI9340,This is a library for the Adafruit 2.2" SPI display.
571,Adafruit ILI9341,Library for Adafruit ILI9341 displays
572,StandardCplusplus,Standard C++ for Arduino (port of uClibc++)
573,microcoap,A small CoAP implementation for microcontrollers
574,EngduinoMagnetometer,Engduino I2C communication with on-board magnetometer (Freescale FXMS3110). Includes hi-level functions for initialization and reading x,y,z magnetic filed values.
575,tiny-http,A Tiny HTTP Server
576,LiquidCrystal_I2C,A library for I2C LCD displays.
577,AM50288H,A 14 segment LCD display library for Arduino
578,Sensors,Use I2C-connected sensors like accelerometers, gyroscopes, and barometers in your projects, without knowing the intimate details about the actual device connected.
579,ArduRPC,ArduRPC brings remote procedure calls to microcontrollers. The protocol has been designed to be simple and flexible.
580,EasyVR,A library for the EasyVR line of products
581,ArduinoHttpServer,Server side minimalistic HTTP protocol implementation that leaves you in control
582,Base64,A Base64 library for Arduino
583,ModbusMaster,Enlighten your Arduino to be a Modbus master.
584,Adafruit SSD1325,SSD1325 monochrome OLED library
585,Adafruit LSM9DS0 Library,Arduino library for LSM9DS0 9-DOF sensor board.
586,SoftWire,Software I2C library.
587,RGB matrix Panel,Arduino library and example code for the 16x32 RGB matrix panels in the shop
588,MySQL Connector Arduino,Connects Arduino using Arduino Ethernet-compatible shields including the Ethernet Shield and WiFi Shield.
589,AS3935,Library to support Austrian Microsystems AS3935 lightning sensor.
590,LcdProgressBarDouble,A library to draw some customized progress bar on any LCD display.
591,SmartEverything LSM9DS1,Library code for LSM9DS1 iNEMO inertial module:3D accelerometer, 3D gyroscope, 3D magnetometer
592,XLR8BuildTemplate,Template for building custom designs for XLR8
593,Flash,A library to wrap accessing and writing to flash
594,SparkFun MiniGen,SparkFun MiniGen library allows the user to generate sine, square, or triangle waves at up to 3MHz, and approximately 1Vp-p.
595,AtTouch,Arduino Library for the Atmel AT42QT1070 QTouch 7-channel Sensor IC via i2c.
596,Adafruit TPA2016 Library,Arduino library for the Adafruit TPA2016(D2) I2C controlled AGC audio amplifier
597,LcdProgressBar,A library to draw some customized progress bar on any LCD display.
598,eBtn,A library to handle Buttons based on events.
599,RBD_Capacitance,Measure change in capacitance.
600,PWMServo,Control RC Servo motors.
601,Pro Trinket USB Mouse,Library for Pro trinket to turn it into a mouse!
602,Adafruit Circuit Playground,All in one library to control Adafruit's Circuit Playground board.
603,SparkFun TSL2561,An Arduino Library for the <a href="https://www.sparkfun.com/products/12055">TSL2561 Luminosity Sensor Breakout</a> from SparkFun Electronics.
604,USBPause,Pause and restore USB interrupts
605,Adafruit TinyRGBLCDShield,Adafruit_RGBLCDShield library ported to Trinket/Gemma
606,Akafugu Four Letter Word Library,Akafugu Four Letter Word Library
607,Cytron G15 Shield,Library for controlling G15 Cube Servo
608,RBD_SerialManager,A simple interface for serial communication.
609,GamerIR,Infrared communication library for the DIY Gamer Kit by Tech Will Save Us
610,AnalogTouch,AnalogTouch library for Arduino
611,JTAG,A library to perform JTAG operations and play XSVF.
612,TSL2561 Arduino Library,Arduino library for using the TSL2561 Luminosity sensor
613,Sparkfun T5403 Barometric Sensor Library,Arduino Library for interfacing with the T5403 Barometric sensor.
614,statsdclient,Report metrics using statsd
615,LispMotor,L298x driver
616,Adafruit TiCoServo,Use NeoPixels and servos in the same Arduino sketch (with caveats)
617,MQTT,MQTT library for Arduino based on the Eclipse Paho projects.
618,SparkFun MS5803-14BA Pressure Sensor,Library for MS5803-14BA Pressure Sensor.
619,FaBo 212 LCD PCF8574,A library for FaBo LCD I2C Brick
620,ClosedCube SHT3X Digital,Arduino library for Sensirion SHT3X-DIS Digital Temperature & Humidity Sensors
621,RBD_Servo,Control many servos without delay.
622,AStar32U4,A-Star 32U4 Arduino library
623,FaBo 213 LCD mini AQM0802A,A library for FaBo LCD mini I2C Brick
625,MicroNMEA,Compact Arduino library to parse NMEA sentences.
626,RBD_LightSensor,Read and calibrate photoresistors.
627,GPRSbee,An Arduino library for the SODAQ GPRSbee.
628,PagonGameDev GameLoop,Library for Make Game with GameLoop
630,FaBo 208 Humidity HTS221,A library for FaBo Humidity I2C Brick
631,RESTClient,Enables sending REST messages using Arduino Ethernet. For all boards.
632,Adafruit DRV2605 Library,Arduino library for Adafruit DRV2605L Haptic Controller Breakout
633,SoftTimer,SoftTimer is a lightweight pseudo multitasking solution for Arduino.
634,Adafruit FONA Library,Arduino library for the Adafruit FONA
635,SmartEverything SIGFOX LE51-868,Library code for the TELEIT LE51-868 a SIGFOX module
636,Cytron ESPWiFi Shield,Library for Cytron ESPWiFi Shield
637,SmartEverything CC2541,Library code for the TDK-SP13808 module.
638,Adafruit BMP183 Library,Non-Unified BMP library
639,FaBo 217 Ambient Light ISL29034,A library for FaBo Ambient Light I2C Brick
640,MMA8453_n0m1,an Arduino Library for the Freescale MMA8453Q & MMA8452Q accelerometer.
641,SparkFun Bar Graph Library,Provides functionality of 10-segment bar graphs.
642,Akafugu TWILiquidCrystal Library,Akafugu TWILiquidCrystal Library
643,SparkFun MetaWatch,A simple library to interface from Arduino to BlueSMiRF to MetaWatch
644,Smartcar shield,Arduino library for controlling the Smartcar platform
645,RTCTimer,An Arduino library to easily perform scheduled tasks.
646,FaBo 307 BLE Nordic,A library for nRF5x.
647,PololuMaestro,Pololu Maestro Servo Controller library for Arduino
648,thinger.io,Arduino library for the Thinger.io Internet of Things Platform.
649,Kalman Filter Library,Kalman Filter Library.
650,SharpIR,Allow to acquire distance data from analog Sharp IR sensors
651,PrintEx,A printing & formatting enhancement for Stream & Print based libraries.
652,LoRa Serialization,Library for serialization of data on the Arduino side and deserialization in the TTN
653,LcdBarGraph,This library is to display analog values in an LCD display.
654,Gadgetron Libraries,Collection of Libraries for the Gadgetron software.
655,DeepSleepScheduler,Lightweight, cooperative task scheduler with configurable sleep and task supervision.
656,Adafruit VC0706 Serial Camera Library,Library for VC0706-based Serial JPEG Cameras
657,DueFlashStorage,DueFlashStorage saves non-volatile data for Arduino Due.
658,Adafruit FRAM I2C,Driver for Adafruit's I2C-Based FRAM Breakouts
659,DataServeriOS,Serves data to Arduino Control (iOS) for control over network.
660,Callback,A simple implementation of Signals and Slots for writing more flexible callbacks
661,SparkFun RedBot Library,Provides control to the SparkFun RedBot.
662,Ospom,Ospom is FaceBook for your Arduino.
663,MAX31850 DallasTemp,A version of the DallasTemp Arduino library with MAX31850 support (Requires OneWire with MAX31850 support!)
664,arduino-fsm,A library for implementing a finite state machine
665,Adafruit TCS34725,Driver for Adafruit's TCS34725 RGB Color Sensor Breakout
666,MAX1464 Arduino library,A complete interface for the the Maxim MAX1464 Multichannel Sensor Signal Processor for Arduino.
667,RingBuf,A library for buffering items into a ring (circular/FIFO) buffer
669,BowlerCom,A library to communicate between an arduino and a computer.
670,FTOLED,Library to drive Freetronics OLED128 128x128 display.
671,LiquidMenu,Menu creation Arduino library for LCDs, extends LiquidCrystal.
672,TinyScreen,Arduino compatible software support for TinyScreen and TinyScreen+.
673,Adafruit LIS3DH,Library for the Adafruit LIS3DH Accelerometer.
674,Pushetta,The library to use Pushetta service, a service to push notifications to mobile phones and other devices
675,Adafruit TLC5947,Adafruit's Arduino driver for the TLC5947 PWM LED Driver Breakout.
676,FaBo 211 7Segment LED TLC59208F,A library for FaBo 7Segment LED I2C Brick
677,Adafruit MCP4725,MCP4725 12-bit I2C DAC
678,RTCx,Library to access DS1307, DS1337, DS1338 and MCP7941x real-time clocks.
679,Adafruit Flora Pixel Library,Arduino Library for Adafruit Flora Pixels
680,Sodaq_BMP085,An Arduino library for the BMP085/BMP180 Barometric Pressure + Temp sensor
681,LcdBarGraphX,Visualizing alanalog values on an LCD with the LiquidCrystal_I2C library.
682,RBL_nRF8001,An Arduino library for the nRF8001 products such as the BLE Shield and Blend.
683,Parse Arduino SDK,A library that provides access to Parse
684,SparkFun BME280,A library to drive the Bosch BME280 Altimeter and Pressure sensor
685,TinyRTCLib,A tiny version of RTCLib, for use with TinyWireM
686,NXPMotionSense,Motion sensing with NXP FXOS8700 Accelerometer & Magnetometer and NXP FXAS21002 Gyroscope.
687,Adafruit ESP8266,Example code for ESP8266 chipset
688,EEWrap,A convenient library allowing one to use the EEPROM just like RAM.
689,Madgwick,Helpers for MadgwickAHRS algorithm
690,OakOLED,An Adafruit GFX driver for the Oak OLED (an SSD1306 with no reset line)
691,FCWRobot_Model2,The library array that is needed for the FCW Robot Model2.
693,Adafruit CAP1188 Library,Arduino library for the Adafruit CAP1188 8-Channel Capacitive Touch Sensor Breakout
694,XLR8Pong,Pong game using the FPGA logic. For Alorium Technology's XLR8 board.
695,Sodaq_PcInt,An Arduino library to deal with PCINT (Pin Change Interrupts)
696,BlueRobotics Arduino_I2C_ESC Library,A library for I2C based control of BlueRobotics ESCs
697,Talk2,<font color="#0066CC">Library for the Talk2 Boards.</font>
698,Pin,An easy to use Arduino library for fast and simultaneous operations on Arduino I/O pins.
699,BigCrystal,A library that displays double height characters on LCD displays.
700,XLR8NeoPixel,Arduino library for controlling single-wire-based LED pixels and strip.
701,Adafruit FT6206 Library,Arduino library for FT6206-based Capacitive touch screen
702,Nokia 5110,Nokia 5110 LCD driver
703,AD7173,Arduino library for Analog Devices AD7173 analog digital converter
704,TouchWheel,Capacitive touch wheels using only 3 analog pins!
705,Gamer,A library for the DIY Gamer Kit by Technology Will Save Us.
706,FaBo 203 Color S11059,A library for FaBo Color I2C Brick
707,GP20U7 GPS Library,A simple library for the GP20U7 GPS unit
708,Etherkit Si5351,A full-featured library for the Si5351 series of clock generator ICs from Silicon Labs
709,SparkFun VKey Arduino Library,Arduino Library for interfacing the SparkFun VKey Voltage Keypad.
710,TM1650,7 segment display driver for JY-MCU module based on TM1650 chip.
711,Adafruit SoftServo,A lightweight software servo library, designed for Trinket/Gemma but good for other Arduino-compats
712,Arduino-Websocket-Fast,Websocket client library (fast data sending).
713,ProcessScheduler,An OOP multitasking library
714,Adafruit IO Arduino,Arduino library to access Adafruit IO.
715,PciManager,This library helps you manage Pin Change Interrupts: subscribe and receive change events.
716,Goldilocks Analogue DAC Library,DAC (MCP4822) functions for Goldilocks Analogue
717,Rtttl,A library that plays Rtttl melodies
718,Akafugu TWIKeyboard Library,Akafugu TWIKeyboard Library
719,Adafruit TMP007 Library,Arduino library for Adafruit TMP007 Thermopile sensor Breakout
720,Geometry,A library for working with points, rotations and coordinate transformations in 3D space
721,TaskScheduler,A light-weight cooperative multitasking library for arduino microcontrollers.
722,SWAP,Simple Wireless Abstract Protocol (SWAP) library for ISM radios
723,XLR8ADC,Arduino library to take advantage of XLR8 ADC performance.
724,SmartEverything LPS25H,Library code for LPS25H MEMS pressure sensor: 260-1260 hPa absolute digital output barometer
725,PinChangeInterrupt,A simple & compact PinChangeInterrupt library for Arduino.
726,Awesome,The library that supports the Awesome Shield PCB.
727,NtpClientLib,Ntp Client Library
728,FaBo 205 Proximity VCNL4010,A library for FaBo Proximity I2C Brick
729,SparkFun AD5330,Libraries for the AD5330 8-bit DAC
730,SparkFun LSM9DS0 Breakout,Library for the 9 degree of freedom IC -ST Micro's LSM9DS0.
731,SwissHandmade MiniPirate,Commandline for GPIO, I2C and CPU manipulations
732,FaBo 214 OLED EROLED096,A library for FaBo OLED I2C Brick
733,FaBo 210 GPIO PCAL6408A,A library for FaBo GPIO I2C Brick
734,PS2KeyAdvanced,PS2 keyboard FULL control and ALL keys processing, as well as LED control.
735,Battery Sense,Arduino battery sensing library
736,ScreenUi,ScreenUi is a simple user interface library for character based LCDs like those commonly used with Arduinos.
737,RBD_Button,Read and debounce buttons and switches.
738,hd44780,Extensible hd44780 LCD library.
739,TOTP library,Library to generate Time-based One-Time Passwords
740,Ubidots GPRS Library,Ubidots library for the Arduino GPRS sim 900
741,RBD_Light,Control many lights.
743,CMMC Easy,CMMC Easy is a library for managing time without delay function
744,Adafruit TinyFlash,Barebones Winbond SPI flash library for Arduino and Trinket
745,XLR8Float,Arduino library for hardware accelerated floating point math.
746,HL1606 LED Strip PWM,All the joy of HL1606 LED strips but with 9 or 12 bit color control!
747,RTC4543lib,A simple RTC4543 library.
748,MAX31850 OneWire,A version of the OneWire Arduino library with MAX31850 support
749,arduino-softpwm,Software PWM library for Arduino.
751,SPI VFD,Arduino Library for 20T202DA2JA SPI VFD
752,XLR8Core,OpenXLR8 Core components
753,BaroLibrary,Library for Measurement Specialties MS5637-02BA03 Altimeter/Pressure sensor (including Freetronics BARO module).
754,FTRGBLED,Freetronics RGBLED module (WS2801-based) driver library.
755,Adafruit TLC59711,Library for our Adafruit 12-channel PWM/LED driver.
756,Adafruit Si4713 Library,Arduino library for the Si4714 FM+RDS Transmitter in the Adafruit shop
757,Luni,Implements a framework for device drivers for use on the Arduino.
758,base64,Base64 encoder/decoder for arduino repo
759,Pro Trinket USB Keyboard Library,An arduino library to turn a Pro Trinket 5V/16MHz into a USB Keyboard!
760,Eventually,Event-based programming library for Arduino
762,Adafruit RGB LCD Shield Library,Library for the Adafruit RGB 16x2 LCD Shield.
763,MLX90614,Library to support Melexis MLX90614 infrared thermometer
764,SparkFun TLC5940,Library for the TLC5940 IC.
765,SmartEverything VL6180X,Library code for the Ambient Light & Proximity sensor from ST component.
766,FaBo 204 Baromter MPL115A2,A library for FaBo Barometer I2C Brick
767,Cardinal,An Arduino library that takes input in degrees and output a string or integer for the 4, 8, 16, or 32 compass headings (like North, South, East, and West).
768,Exosite,Easily interface with Exosite's simple data APIs.
769,LCDMenuLib,A library to generate menu`s based on the nested set model with multi layers
770,RBD_WaterSensor,Measure and calibrate water level sensors.
771,EtherSia,IPv6 library for the ENC28J60, W5500 or W5100 Ethernet controllers
772,LIS3MDL,LIS3MDL magnetometer library
773,Adafruit AM2315,Library code for AM2315 sensors
774,FifteenStep,A general purpose Arduino MIDI sequencer library.
775,BLESerial,A library to communicate with BLE Serial Modules
776,ClosedCube SHT3X Analog,Arduino library for Sensirion SHT3X-ARP Analog Temperature & Humidity Sensors
777,rBase64,Real BASE64 Function Library
778,XLR8Info,Arduino library for identifying features of XLR8 product
779,APA102,APA102 LED strip library
780,Oregon,Decode data from Oregon sensors.
781,Adafruit PS2 Trackpad,PS2 library for Adafruit capacitive trackpads
782,Adafruit MLX90614 Library,Arduino library for the MLX90614 sensors in the Adafruit shop
783,Adafruit Motor Shield V2 Library,Library for the Adafruit Motor Shield V2 for Arduino. It supports DC motors & stepper motors with microstepping as well as stacking-support.
784,RCLSwitch,Compact version of RC Switch
785,Adafruit FRAM SPI,Driver for Adafruit's SPI-Based FRAM Breakouts
786,MagStripe,Decode data from TTL (raw) magnetic card readers.
787,MCP342x,Library to support Microchip ADC342x analogue to digital converters.
788,Sodaq_dataflash,An Arduino library for the AT45DB dataflash as used on SODAQ boards.
789,DMD2,Updated (beta) library for Freetronics DMD dot matrix displays.
790,FaBo 202 9Axis MPU9250,A library for FaBo 9Axis I2C Brick
791,Adafruit MiniMLX90614,A simplified MLX90614 library for use with the Trinket/Gemma
793,TSIC,Library for TSIC digital temperature sensors (type 206/306/506 and similar).
794,xxtea-iot-crypt,XXTEA Encryption Library for use in IoT gadgets
795,Yet Another Arduino PcInt Library,A library to support Pin Change Interruptions (PCINT) on AVR Arduinos
796,Adafruit MPL3115A2 Library,Arduino library for the MPL3115A2 sensors in the Adafruit shop
798,ArduinoHttpClient,[EXPERIMENTAL] Easily interact with web servers from Arduino, using HTTP and WebSocket's.
799,ArduinoSensors,A Library of Libraries of Sensors
800,AVR Standard C Time Library,Time functions for AVR (Goldilocks, Uno, Leonardo, Mega).
801,Shifty,Extremely flexible and easy-to-use shift register driver for 74HC595 shift registers
802,VL6180X,VL6180X distance and ambient light sensor library
803,Sodaq_SHT2x,An Arduino library for the SHT21 / SHT25 humidity and temperature sensors
804,extEEPROM,Arduino library to support external I2C EEPROMs.
805,ClosedCube HDC1080,Arduino library for Texas Instruments HDC1080 Low Power, High Accuracy Digital Humidity Sensor with Temperature Sensor
806,SPIFlash,Winbond SPI flash library for Arduino.
807,BlueRobotics TSYS01 Library,A simple and easy library for the TSYS01 temperature sensor
808,BlueRobotics MS5837-30BA Library,A simple and easy library for the MS5837 pressure/depth sensor
809,LSM6,LSM6 accelerometer and gyro library
810,Coordinates,Allow easy and reliable conversion between cartesian and polar coordinate system.
811,Akafugu WireRtc Library,Akafugu WireRtc Library
812,Adafruit DotStar,Adafruit DotStar LED Library
813,Queuetue Digital Balance Library,A library of functions to build a digital balance
814,HL1606 LED Strip,Code to control HL1606-based LED strips
815,MMA8652,Library for the Freescale MMA8652 3-axis accelerometer
816,FaBo 215 RTC PCF2129,A library for FaBo RTC I2C Brick
817,RfidDb,A library that stores 32 bit identifiers and associated names to EEPROM which can be used to as a basis for RFID access control applications.
818,WizFi250,Helps using your Arduino board to Wi-Fi easily and fast
819,SRAM,Simple library for serial SRAM IC's
820,Adafruit MCP9808 Library,Arduino library for the MCP9808 sensors in the Adafruit shop
821,BLE SDK for Arduino,Nordic BLE SDK for Arduino for nRF8001 products such as the BLE Shield, Blend and Blend Micro.
822,Buffered Streams,Implementation of Arduino's Stream class which use internal ring buffers to emulate a pair of connected Streams or a Loopback Stream.
823,FaBo 209 KTemp MCP3421,A library for FaBo KTemp I2C Brick
824,SparkFun MPL3115A2 Altitude and Pressure Sensor Br,SparkFun's breakout for the Freescale MPL3115A2 Precision Altimeter
825,TinyLiquidCrystal,A simplified library for the Adafruit I2C/SPI backpack, for use with Gemma & Trinket
826,AsyncDelay,Simple abstraction library implementing delays and timeouts.
828,FaBo 207 Temperature ADT7410,A library for FaBo Temperature I2C Brick
829,I2C-Sensor-Lib iLib,Library for i2c-sensors and some other specific functions (fast eFn, HDLC, SpektrumSerial).
830,Adafruit BMP183 Unified Library,Arduino library for the BMP183 sensors in the Adafruit shop
832,SoftwareWire,Creates a software I2C/TWI bus on every pins.
833,Queuetue HX711 Library,Simple driver for the HX711 ADC.
834,CheapStepper,A library for the cheap but useful 28BYJ-48 5v stepper motor with ULN2003 driver board
835,RCReceiver,A library to add support for rc receivers.
836,SpacebrewYun,Easily connect the Arduino Yun to Spacebrew
837,SparkFun LSM303C 6 DOF IMU Breakout,Driver for ST's LSM303C 6-DOF IMU (3-axis accelerometer & 3-axis magnetometer)
838,ClosedCube OPT3001,Arduino library for Texas Instruments OPT3001 Digital Ambient Light Sensor
839,Adafruit MPR121,Arduino library for the MPR121-based capacitive sensors in the Adafruit shop.
840,SparkFun MG2639 CellShield,Driver library for SparkFun's MG2639 cellular shield.
841,Cayenne,Connect your Arduino device to the Cayenne IoT platform.
842,IBM LMIC framework v1.51 for Arduino,Arduino port of LoRaWAN C-library (LMiC) v1.5 framework provided by IBM.
843,Neurona,Artificial Neural Network architectures for Arduino
844,AnalogMultiButton,An Arduino library to capture button presses on multiple buttons through a single analog pin.
845,IonDB,A powerful key-value store for all data storage needs.
846,virtmem,Virtual memory library to easily extend RAM.
848,Adafruit BLEFirmata,Modified Firmata code to work with Adafruit's nRF8001 Breakout
849,SimpleDHT,Arduino Temp & Humidity Sensors for DHT11 etc.
850,Plotter,An Arduino library for easy plotting on host computer via serial communication.
851,Svante,Library used for the Svante workshops
852,IBM LMIC framework,Arduino port of the LMIC (LoraWAN-in-C, formerly LoraMAC-in-C) framework provided by IBM.
853,L293,Allow to control brushless motors with L293 motor driver
854,VL53L0X,VL53L0X distance sensor library
855,Adafruit LiquidCrystal,Fork of LiquidCrystal HD44780-compatible LCD driver library, now with support for ATtiny85.
856,Mahony,Helpers for MahonyAHRS algorithm
857,Yet Another Arduino Wiegand Library,An Arduino Library to receive data from Wiegand card readers.
858,HexFabQuadroMotorShield,Control up to four DC Motors and read their currents with this shield.
859,RapifireMqttClient,Enables the communication between Arduino and RAPIFIRE platform.
860,RGB_LED,A library that manage 4 legs rgb leds colour and light duration.
861,swRTC,Software implementation of a Real-Time Clock for Arduino boards and Atmel microcontrollers.
862,uStepper,Library offering support for uStepper
863,SparkFun Graphic LCD Serial Backpack,Library containing functions for SparkFun Graphic LCD Serial Backpack
864,elapsedMillis,Makes coding responsive sketches easier.
865,SparkFun SX1509 IO Expander,Arduino library and hardware files for the SX1509 IO Expander Breakout board.
866,SparkFun MAX31855K Thermocouple Digitizer,K type thermocouple digitizer board.
867,Robot Motor,Enables easy access to the motors of the Arduino Robot Motor board. For Arduino Robot only.
868,SD,Enables reading and writing on SD cards.
869,Esplora,Grants easy access to the various sensors and actuators of the Esplora. For Arduino Esplora only.
870,WiFi,Enables network connection (local and Internet) using the Arduino WiFi shield.
871,GSM,Enables GSM/GRPS network connection using the Arduino GSM Shield.
872,Ethernet,Enables network connection (local and Internet) using the Arduino Ethernet Board or Shield.
874,Stepper,Allows Arduino boards to control a variety of stepper motors.
876,Robot Control,Enables easy access to the controls of the Arduino Robot Control board. For Arduino Robot only.
877,Robot IR Remote,Allows controlling the Arduino Robot via an IR remote control. For Arduino Robot only.
878,Modulo,A library that provides support for Modulo hardware.
879,somo-ii-lib,A controller library for the SOMO-II MP3 decoder
880,Mirobot,This is the library that makes Mirobot (http://mirobot.io) work.
881,FrequencyTimer2,Generate a frequency using Timer2
882,Printoo_Library,The library for the Printoo modules.
883,Servo,Allows Arduino/Genuino boards to control a variety of servo motors.
886,TFT,Allows drawing text, images, and shapes on the Arduino TFT graphical display.
887,LiquidCrystal,Allows communication with alphanumerical liquid crystal displays (LCDs).
889,KTMS1201,High level library for use with the KTM-S1201 LCD
890,Mouse,Allows an Arduino/Genuino board with USB capabilites to act as a Mouse.
891,Keyboard,Allows an Arduino/Genuino board with USB capabilites to act as a Keyboard.
892,Temboo,This library enables calls to Temboo, a platform that connects Arduino/Genuino boards to 100+ APIs, databases, code utilities and more.
893,IBot,Arduino library for I-Bot camp.
894,OPC,A library for Arduino OPC Server support.
895,Windows Virtual Shields for Arduino,Windows Virtual Shields for Arduino allows an Arduino to communicate and control Windows devices running open-source Windows Universal Application.
896,HalakeKit,A library to control hakale kit.
897,OpenDevice,OpenDevice is a set of tools and APIs to build solutions for the "Internet of Things" like home automations systems, robotics, smart city, energy monitoring, security, sensor monitoring
898,DmxSimple,Drive DMX controlled lights and visual effects available from DJ or theatrical suppliers.
899,Mioduino,Lab exercises for the Mioduino.
900,asip,A library to control a board using a stream (e.g., serial)
901,BME280,Provides a library for reading and interpreting Bosch BME280 environmental sensor data over I2C.
902,SmallSetup,Optimize the Arduino setup routines.
903,Radio,Library for controlling FM radio receiver chips.
904,ArduMax MCP41xxx Driver,Driver for Microchip MCP41xxx/42xxx digital potentiometers and MCP43xxx/44xxx digital rheostats.
906,SonarI2C,A library to support cheap ultrasonic sensors on I2C bus
907,TurnoutPulser,Control a Kato or Tomix style two-wire turnout.
908,RF24Ethernet,Open TCP/IP wireless/radio IoT mesh networks for Arduino
909,CoDrone,A library for CoDrone users
910,CapacitiveSensor,Create capacitive sensors that can detect touch or proximity.
911,Lewis,A morse code stream/print interpreter
912,DMXSerial,Enables DMX communication using the built-in serial port for Arduino boards UNO, Leonardo, Mega.
913,ResponsiveAnalogRead,Arduino library for eliminating noise in analogRead inputs without decreasing responsiveness
914,LedControl,A library for the MAX7219 and the MAX7221 Led display drivers.
915,BitBool,The ultimate bit manipulation tool.
916,ArduMax AD5241 Driver,Driver for Analog Devices AD5241/2 and AD5280/2 digital potentiometers.
918,ArduMax TLC5615 Driver,Driver for Texas Instruments TLC5615 10-bit DAC
919,Button,Button is a tiny library to make reading buttons very simple.
